E	S	MS	BG	ST
 843.65	 83733.09375	 80497.078125	 0	 3236.01123046875
 843.55	 83618.2734375	 80645.5234375	 0	 2972.74438476562
 843.45	 83860.59375	 81096.4765625	 0	 2764.11669921875
 843.35	 83860.03125	 81252.5546875	 0	 2607.47973632812
 843.25	 83929.3984375	 81493.8359375	 0	 2435.56176757812
 843.15	 83882.21875	 81539.921875	 0	 2342.30395507812
 843.05	 83475.5859375	 81186.3203125	 0	 2289.27075195312
 842.95	 83388.109375	 81156.65625	 0	 2231.45092773437
 842.85	 83251.015625	 80986.296875	 0	 2264.71801757813
 842.75	 83459.4609375	 81210.40625	 0	 2249.05444335937
 842.65	 83463.1484375	 81259.96875	 0	 2203.17944335937
 842.55	 83178.9609375	 81016.703125	 0	 2162.25805664062
 842.45	 83277.9609375	 81158.2109375	 0	 2119.74926757812
 842.35	 83035.4609375	 80920.6640625	 0	 2114.79614257812
 842.25	 82874.78125	 80825.15625	 0	 2049.62939453125
 842.15	 82489.0546875	 80549.390625	 0	 1939.66369628906
 842.05	 82596.328125	 80792.234375	 0	 1804.09155273437
 841.95	 82103.6953125	 80442.375	 0	 1661.32507324219
 841.85	 82102.921875	 80574.3515625	 0	 1528.56970214844
 841.75	 82379.296875	 81052.453125	 0	 1326.84265136719
 841.65	 82118.15625	 80881.109375	 0	 1237.05346679688
 841.55	 81785.4609375	 80689.7265625	 0	 1095.74084472656
 841.45	 81568.7109375	 80610.1640625	 0	 958.547607421875
 841.35	 81522.2421875	 80677.96875	 0	 844.271057128906
 841.25	 81916.234375	 81179.3671875	 0	 736.871643066406
 841.15	 81256.7109375	 80548.9375	 0	 707.775573730469
 841.05	 81456.65625	 80770.734375	 0	 685.921997070312
 840.95	 80806.84375	 80210.796875	 0	 596.05029296875
 840.85	 81164.6484375	 80629.8671875	 0	 534.785461425781
 840.75	 81041.5703125	 80498.078125	 0	 543.489990234375
 840.65	 80831.8515625	 80333.5859375	 0	 498.263793945312
 840.55	 81076.28125	 80612.9140625	 0	 463.369476318359
 840.45	 80691.0234375	 80270.2734375	 0	 420.751556396484
 840.35	 80694.9375	 80265.421875	 0	 429.516082763672
 840.25	 81154.3984375	 80726.0625	 0	 428.334289550781
 840.15	 81099.578125	 80708.5625	 0	 391.016632080078
 840.05	 80495.71875	 80107.4921875	 0	 388.228118896484
 839.95	 80793.6484375	 80408.34375	 0	 385.307586669922
